(1706743800000, 1, 702.0, 4122000)
(1706745600000, 1, 1026.0, 5988000)
(1706747400000, 1, 502.0, 4188000)
(1706749200000, 1, 347.0, 7036000)
(1706751000000, 1, 308.0, 5236000)
(1706752800000, 1, 229.0, 6955000)
(1706754600000, 1, 216.0, 5155000)
(1706756400000, 1, 208.0, 6465000)
(1706758200000, 1, 160.0, 4665000)
(1706760000000, 1, 213.0, 6892000)
(1706761800000, 1, 428.0, 5092000)
(1706763600000, 1, 568.0, 3644000)
(1706765400000, 1, 648.0, 5213000)
(1706767200000, 1, 1068.0, 3790000)
(1706769000000, 1, 1737.0, 4899000)
(1706770800000, 1, 2541.0, 3669000)
(1706772600000, 1, 3072.0, 5052000)
(1706774400000, 1, 3426.0, 3860000)
(1706776200000, 1, 3562.0, 4577000)
(1706778000000, 1, 3468.0, 3625000)
(1706779800000, 1, 3403.0, 5007000)
(1706781600000, 1, 3486.0, 3617000)
(1706783400000, 1, 3553.0, 5175000)
(1706785200000, 1, 3474.0, 3906000)
(1706787000000, 1, 3638.0, 4027000)
(1706788800000, 1, 3883.0, 3697000)
(1706790600000, 1, 3846.0, 5259000)
(1706792400000, 1, 4048.0, 3666000)
(1706794200000, 1, 4793.0, 4565000)
(1706796000000, 1, 5093.0, 3692000)
(1706797800000, 1, 4930.0, 4803000)
(1706799600000, 1, 4649.0, 3715000)
(1706801400000, 1, 5057.0, 4565000)
(1706803200000, 1, 5341.0, 3710000)
(1706805000000, 1, 5483.0, 4570000)
(1706806800000, 1, 5989.0, 3619000)
(1706808600000, 1, 6114.0, 4290000)
(1706810400000, 1, 6006.0, 3735000)
(1706812200000, 1, 5477.0, 4933000)
(1706814000000, 1, 4893.0, 3645000)
(1706815800000, 1, 4465.0, 4952000)
(1706817600000, 1, 4363.0, 3659000)
(1706819400000, 1, 4536.0, 4963000)
(1706821200000, 1, 4476.0, 3630000)
(1706823000000, 1, 4690.0, 4930000)
(1706824800000, 1, 4277.0, 3642000)
(1706826600000, 1, 3342.0, 4416000)
(1706828400000, 1, 2827.0, 3693000)
(1706830200000, 1, 2077.0, 4066000)
(1706832000000, 1, 1477.0, 3614000)
(1706833800000, 1, 1128.0, 4577000)
(1706835600000, 1, 807.0, 3675000)
(1706837400000, 1, 530.0, 4936000)
(1706839200000, 1, 354.0, 6906000)
(1706841000000, 1, 235.0, 5106000)
(1706842800000, 1, 279.0, 7034000)
(1706844600000, 1, 363.0, 5234000)
(1706846400000, 1, 365.0, 5973000)
(1706848200000, 1, 351.0, 4173000)
(1706850000000, 1, 565.0, 3835000)
(1706851800000, 1, 767.0, 5321000)
(1706853600000, 1, 1108.0, 3616000)
(1706855400000, 1, 1746.0, 4376000)
(1706857200000, 1, 2453.0, 3620000)
(1706859000000, 1, 2909.0, 5014000)
(1706860800000, 1, 3092.0, 3650000)
(1706862600000, 1, 3436.0, 4375000)
(1706864400000, 1, 3329.0, 3785000)
(1706866200000, 1, 3159.0, 4950000)
(1706868000000, 1, 3392.0, 3689000)
(1706869800000, 1, 3480.0, 4730000)
(1706871600000, 1, 3613.0, 3659000)
(1706873400000, 1, 3648.0, 4038000)
(1706875200000, 1, 3811.0, 3632000)
(1706877000000, 1, 4077.0, 5332000)
(1706878800000, 1, 4052.0, 3669000)
(1706880600000, 1, 4151.0, 5399000)
(1706882400000, 1, 4388.0, 3850000)
(1706884200000, 1, 4559.0, 5181000)
(1706886000000, 1, 4259.0, 3600000)
(1706887800000, 1, 4570.0, 4025000)
(1706889600000, 1, 5069.0, 3678000)
(1706891400000, 1, 4895.0, 4813000)
(1706893200000, 1, 5043.0, 3916000)
(1706895000000, 1, 5023.0, 5259000)
(1706896800000, 1, 4857.0, 3628000)
(1706898600000, 1, 4504.0, 5350000)
(1706900400000, 1, 4065.0, 4068000)
(1706902200000, 1, 3871.0, 4993000)
(1706904000000, 1, 3615.0, 3605000)
(1706905800000, 1, 3668.0, 4478000)
(1706907600000, 1, 3853.0, 3647000)
(1706909400000, 1, 3875.0, 4801000)
(1706911200000, 1, 3799.0, 3879000)
